Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,22772.0698,BMS_FaultEventMatrix,00000608,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1538,190,--,,BE,0,8,1,0,,
,CTROLL_1538,4,--,,4,12,4,1,0,,
,ESS_BMS_DchgLimit_Min_V,40V,--,,190,18,10,0.1,0,,
,ESS_BMS_DchgLimitCont_Max_A,0A,--,,0,37,13,0.1,0,,
,ESS_BMS_DchgLimitPeak_Max_A,0A,--,,0,40,13,0.1,0,,
,ESS_BMS_DchgDerateReason_St_enum,0,NONE,,0,53,3,1,0,,
,ESS_BMS_DchgLimit_Max_kW,12.12kW,--,,4BC,56,13,0.01,0,,
5,Receive,22771.9778,BMS_TerminalState,00000604,--,--,--,Standard,Data frm,08,25 68 2A 09 82 B8 55 01 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1540,9,--,,9,0,8,1,0,,
,CTROLL_1540,4,--,,4,12,4,1,0,,
,ESS_BMS_roctPerMin_Act_degC,0degC,--,,20,22,6,1,-32,,
,ESS_BMS_vLoad_Act_V,53.78V,--,,1502,25,13,0.01,0,,
,ESS_BMS_ExtWakeUp_Act_V,12V,--,,30,35,6,0.25,0,,
,ESS_BMS_EnergyAvailable_Est_kWh,6.96kWh,--,,2B8,40,11,0.01,0,,
,ESS_BMS_WakeUp_St_enum,1,ON,,1,56,2,1,0,,
,ESS_BMS_ThermRunaway_St_B,0,OK,,0,59,1,1,0,,
,ESS_BMS_CapAvailable_Est_Ah,136Ah,--,,550,60,12,0.1,0,,
6,Receive,22771.9831,BATT_diagnosticVBricksA_0,15000010,010000,10,00,Extend,Data frm,08,82 46 82 50 82 50 82 50 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_vBrick01,3.335V,--,,8246,8,16,0.0001,0,,
,BATT_vBrick02,3.336V,--,,8250,24,16,0.0001,0,,
,BATT_vBrick03,3.336V,--,,8250,40,16,0.0001,0,,
,BATT_vBrick04,3.336V,--,,8250,56,16,0.0001,0,,
7,Receive,22771.9851,BATT_diagnosticVBricksB_0,15100010,011000,10,00,Extend,Data frm,08,82 50 82 50 82 50 82 50 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_vBrick05,3.336V,--,,8250,8,16,0.0001,0,,
,BATT_vBrick06,3.336V,--,,8250,24,16,0.0001,0,,
,BATT_vBrick07,3.336V,--,,8250,40,16,0.0001,0,,
,BATT_vBrick08,3.336V,--,,8250,56,16,0.0001,0,,
8,Receive,22771.9877,BATT_diagnosticVBricksC_0,15200010,012000,10,00,Extend,Data frm,08,82 50 82 50 82 50 82 50 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_vBrick09,3.336V,--,,8250,8,16,0.0001,0,,
,BATT_vBrick10,3.336V,--,,8250,24,16,0.0001,0,,
,BATT_vBrick11,3.336V,--,,8250,40,16,0.0001,0,,
,BATT_vBrick12,3.336V,--,,8250,56,16,0.0001,0,,
9,Receive,22771.9932,BATT_diagnosticVBricksD_0,15300010,013000,10,00,Extend,Data frm,08,82 50 82 50 82 50 82 5A ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_vBrick13,3.336V,--,,8250,8,16,0.0001,0,,
,BATT_vBrick14,3.336V,--,,8250,24,16,0.0001,0,,
,BATT_vBrick15,3.336V,--,,8250,40,16,0.0001,0,,
,BATT_vBrick16,3.337V,--,,825A,56,16,0.0001,0,,
10,Receive,22771.9952,BATT_CURR_Test,16500015,025000,15,00,Extend,Data frm,08,03 1B 4E 00 61 04 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_CurrZeroOffSet,6915,--,,1B03,0,16,1,0,,
,BATT_CurrAdc,78,--,,4E,16,16,1,0,,
,BATT_CurrCoefficientA,1121,--,,461,32,16,1,0,,
,BATT_AFEOV,0,--,,0,48,1,1,0,,
,BATT_AFEUV,0,--,,0,49,1,1,0,,
,BATT_AFEOCD1,0,--,,0,50,1,1,0,,
,BATT_AFEOCD2,0,--,,0,51,1,1,0,,
,BATT_AFEOCC,0,--,,0,52,1,1,0,,
,BATT_AFESCD,0,--,,0,53,1,1,0,,
,BATT_AFEPF,0,--,,0,54,1,1,0,,
,BATT_AFEWDT,0,--,,0,55,1,1,0,,
,BATT_AFEUTC,0,--,,0,56,1,1,0,,
,BATT_AFEOTC,0,--,,0,57,1,1,0,,
,BATT_AFEUTD,0,--,,0,58,1,1,0,,
,BATT_AFEOTD,0,--,,0,59,1,1,0,,
11,Receive,22772.0032,--,0000032F,--,--,--,Standard,Data frm,08,50 41 33 30 30 30 30 31 ,,
12,Receive,22771.6101,BATT_SOC_Test1,16500011,025000,11,00,Extend,Data frm,08,E8 03 90 19 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_Capn,1,--,,3E8,0,16,0.001,0,,
,BATT_deltaSoC,6544,--,,1990,16,16,1,0,,
,BATT_DsgAh,0,--,,0,32,32,0.001,0,,
13,Receive,22771.6121,BATT_SOC_Test2,16500012,025000,12,00,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_ChgAh,0,--,,0,0,32,0.001,0,,
,BATT_lastDsgAh,0,--,,0,32,32,0.001,0,,
14,Receive,22771.6147,BATT_SOC_Test3,16500013,025000,13,00,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_LastChgAh,0,--,,0,0,32,0.001,0,,
,BATT_LastChgAh2,0,--,,0,32,32,0.001,0,,
15,Receive,22771.6202,BATT_SOC_Test4,16500014,025000,14,00,Extend,Data frm,08,90 19 90 19 00 00 01 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_SOCMax,6544,--,,1990,0,16,1,0,,
,BATT_SOCMin,6544,--,,1990,16,16,1,0,,
,BATT_SOC_SetBuUpper,0,--,,0,32,8,1,0,,
,BATT_ChgCheckCnt,0,--,,0,40,8,1,0,,
,BATT_AhCalculate,1,--,,1,48,8,1,0,,
16,Receive,22771.6221,BMS_Sox,00000603,--,--,--,Standard,Data frm,08,CF 27 DC 8C 88 30 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1539,223,--,,DF,0,8,1,0,,
,CTROLL_1539,3,--,,3,12,4,1,0,,
,ESS_BMS_Soc_Est_perc,62.5perc,--,,7D,20,8,0.5,0,,
,ESS_BMS_Sohc_Est_perc,100perc,--,,C8,28,8,0.5,0,,
,ESS_BMS_Sohr_Est_perc,100perc,--,,C8,36,8,0.5,0,,
,ESS_BMS_Soe_Est_perc,65.5perc,--,,83,44,8,0.5,0,,
,ESS_BMS_BalErr_Act_perc,0perc,--,,0,52,8,0.25,0,,
,ESS_BMS_MinDchgSOC_Act_perc,0,--,,0,56,7,1,0,,
17,Receive,22771.6248,BMS_Health,00000605,--,--,--,Standard,Data frm,08,8B 71 04 02 2A 82 80 01 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ESS_BMS_EnergyFulCharge_Est_kWh,11.15kWh,--,,45B,13,11,0.01,0,,
,ESS_BMS_CapFulCharge_Est_Ah,217.8Ah,--,,882,17,12,0.1,0,,
,ESS_BMS_ShortCircuit_Act_count,0,--,,0,26,7,1,0,,
,ESS_BMS_PcbTemp_Act_degC,39degC,--,,45,35,7,1,-30,,
,ESS_BMS_InitImpedance_Act_mohm,8mohm,--,,50,43,8,0.1,0,,
,ESS_BMS_CurrImpedance_Act_mohm,8mohm,--,,50,51,8,0.1,0,,
,ESS_BMS_ChgCycle_Act_count,1count,--,,1,56,11,1,0,,
18,Receive,22771.6302,BMS_MinMaxState,00000606,--,--,--,Standard,Data frm,08,68 3B 42 43 E4 13 83 20 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ESS_BMS_MinCell_Act_V,3.335V,--,,D07,11,13,0.001,0,,
,ESS_BMS_MinVCell_Act_ID,1ID,--,,0,26,4,1,1,,
,ESS_BMS_MaxCell_Act_V,3.337V,--,,D09,30,13,0.001,0,,
,ESS_BMS_MaxVCell_Act_ID,16ID,--,,F,38,4,1,1,,
,ESS_BMS_TempMin_Act_degC,42degC,--,,120,45,9,0.25,-30,,
,ESS_BMS_MinTempCell_Act_ID,4ID,--,,3,48,4,1,1,,
,ESS_BMS_TempMax_Act_degC,49degC,--,,13C,52,9,0.25,-30,,
,ESS_BMS_nBal_Act_count,0count,--,,0,56,4,1,0,,
,ESS_BMS_MaxTempCell_Act_ID,3ID,--,,2,60,4,1,1,,
19,Receive,22771.6322,BMS_BattManuDate,0000060B,--,--,--,Standard,Data frm,08,09 0A 14 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ESS_BMS_BattManuDay_Act_dd,9,--,,9,0,8,1,0,,
,ESS_BMS_BattManuMonth_Act_mm,10,--,,A,8,8,1,0,,
,ESS_BMS_BattManuYear_Act_yy,20,--,,14,16,8,1,0,,
20,Receive,22771.6348,BMS_Throughput,00000607,--,--,--,Standard,Data frm,08,F5 20 07 BC 00 4E 20 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CKSUM1_1640,229,--,,E5,0,8,1,0,,
,CTROLL_1640,3,--,,3,12,4,1,0,,
,ESS_BMS_AccChgEnergy_Est_kWh,19.8kWh,--,,7BC,24,20,0.01,0,,
,ESS_BMS_AccDchgEnergy_Est_kWh,12.5kWh,--,,4E2,52,20,0.01,0,,
21,Receive,22771.6403,BMS_HwSwVersion,00000609,--,--,--,Standard,Data frm,08,09 04 31 01 01 00 04 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ESS_BMS_AppMajor_Act_ID,9,--,,9,0,8,1,0,,
,ESS_BMS_AppMinor_Act_ID,4,--,,4,8,8,1,0,,
,ESS_BMS_AppRevision_Act_ID,49,--,,31,16,8,1,0,,
,ESS_BMS_CalMajor_Act_ID,1,--,,1,24,8,1,0,,
,ESS_BMS_CalMinor_Act_ID,1,--,,1,32,8,1,0,,
,ESS_BMS_CalRevision_Act_ID,0,--,,0,40,8,1,0,,
,ESS_BMS_HardwareVersion_Act_ID,4,--,,4,48,8,1,0,,
22,Receive,22771.6450,--,1B800010,038000,10,00,Extend,Data frm,08,30 00 00 00 00 00 00 00 ,,
23,Receive,22771.6505,BATT_batteryTemperaturesA_0,18000010,000000,10,00,Extend,Data frm,08,01 D6 01 AE 01 E0 01 A4 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_tModule1,48degC,--,,1E0,8,16,0.1,0,,
,BATT_tModule2,43degC,--,,1AE,24,16,0.1,0,,
,BATT_tModule3,49degC,--,,1EA,40,16,0.1,0,,
,BATT_tModule4,42degC,--,,1A4,56,16,0.1,0,,
24,Receive,22771.6525,BATT_boardADC_1_0,18300010,003000,10,00,Extend,Data frm,08,14 D9 00 00 15 02 14 C5 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_boardADC_PACK,53.37000000000001V,--,,14D9,8,16,0.01,0,,
,BATT_boardADC_COMMON_DRAIN,0V,--,,0,24,16,0.01,0,,
,BATT_boardADC_LOAD,53.78V,--,,1502,40,16,0.01,0,,
,BATT_boardADC_PACK_PF,53.14V,--,,14C2,56,16,0.01,0,,
25,Receive,22771.6551,BATT_diagnosticAhTotal_0,17100010,031000,10,00,Extend,Data frm,08,00 00 0E 57 00 00 09 72 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_ahChgTotal,367.1Ah,--,,E57,24,32,0.1,0,,
,BATT_ahDchTotal,241.8Ah,--,,972,56,32,0.1,0,,
26,Receive,22771.6606,BATT_diagnosticBalStatusBrick_0,17300010,033000,10,00,Extend,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_balStatusBrick01,0,--,,0,0,1,1,0,,
,BATT_balStatusBrick02,0,--,,0,1,1,1,0,,
,BATT_balStatusBrick03,0,--,,0,2,1,1,0,,
,BATT_balStatusBrick04,0,--,,0,3,1,1,0,,
,BATT_balStatusBrick05,0,--,,0,4,1,1,0,,
,BATT_balStatusBrick06,0,--,,0,5,1,1,0,,
,BATT_balStatusBrick07,0,--,,0,6,1,1,0,,
,BATT_balStatusBrick08,0,--,,0,7,1,1,0,,
,BATT_balStatusBrick09,0,--,,0,8,1,1,0,,
,BATT_balStatusBrick10,0,--,,0,9,1,1,0,,
,BATT_balStatusBrick11,0,--,,0,10,1,1,0,,
,BATT_balStatusBrick12,0,--,,0,11,1,1,0,,
,BATT_balStatusBrick13,0,--,,0,12,1,1,0,,
,BATT_balStatusBrick14,0,--,,0,13,1,1,0,,
,BATT_balStatusBrick15,0,--,,0,14,1,1,0,,
,BATT_balStatusBrick16,0,--,,0,15,1,1,0,,
27,Receive,22771.6626,BATT_diagnosticSOCPack_0,14000010,000000,10,00,Extend,Data frm,08,A3 80 FA 00 14 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BATT_TrueSoCPack,65.40000000000001%,--,,28E,14,10,0.1,0,,
,BATT_soc_trim_max,100%,--,,3E8,30,10,0.1,0,,
,BATT_soc_trim_min,8%,--,,50,46,10,0.1,0,,
28,Receive,22771.6651,--,00000622,--,--,--,Standard,Data frm,08,00 44 45 00 00 00 00 00 ,,
