Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,5449.9014,BMS_13,0000002E,--,--,--,Standard,Data frm,08,80 A5 89 60 00 0A 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_ContinuousChgCurrent,8.5A,--,,55,8,16,0.1,0,,
,BMS_ContinuousDischgCurrent,0A,--,,0,24,16,0.1,0,,
,BMS_PeakChgCurrent,8.5A,--,,55,40,16,0.1,0,,
,BMS_PeakDischgCurrent,0A,--,,0,56,16,0.1,0,,
4,Receive,5449.9014,BMS_04,00000025,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_AllowedMaxContinuousOutPower,0kW,--,,0,12,12,0.1,0,,
,BMS_AllowedMaxPeakOutPower,0kW,--,,0,16,12,0.1,0,,
,BMS_AllowedMaxPeakFBPower,0kW,--,,0,36,12,0.1,0,,
,BMS_AllowedMaxContinuousFBPower,0kW,--,,0,40,12,0.1,0,,
5,Receive,5449.9014,BMS_02,00000023,--,--,--,Standard,Data frm,08,28 0A 14 46 00 00 01 91 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_HardwareVersion,4,--,,28,0,8,0.1,0,,
,BMS_SWMinorVer,1,--,,A,8,8,0.1,0,,
,BMS_SWMajorVer,2,--,,14,16,8,0.1,0,,
,BMS_SWRevision,7,--,,46,24,8,0.1,0,,
,BMS_PartNumber,0,--,,0,40,16,1,0,,
,App_SW_Ver,401,--,,191,56,16,1,0,,
6,Receive,5449.9014,BMS_05,00000026,--,--,--,Standard,Data frm,08,4F 4E 23 45 44 45 45 46 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_MaxCell_Temp,29°C,--,,4F,0,8,1,-50,,
,BMS_MinCell_Temp,28°C,--,,4E,8,8,1,-50,,
,BMS_Max_Temp_No,3,--,,3,16,4,1,0,,
,BMS_Min_Temp_No,2,--,,2,20,4,1,0,,
,BMS_Pack_Temp1,29°C,--,,45,24,8,1,-40,,
,BMS_Pack_Temp2,28°C,--,,44,32,8,1,-40,,
,BMS_Pack_Temp3,29°C,--,,45,40,8,1,-40,,
,BMS_Pack_Temp4,29°C,--,,45,48,8,1,-40,,
,BMS_MaxPCB_Temp,29°C,--,,45,56,8,1,-40,,
7,Receive,5449.9014,BMS_06,00000027,--,--,--,Standard,Data frm,08,05 60 00 42 A0 03 99 E0 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_TimetoCharge,86min,--,,56,12,12,1,0,,
,BMS_CycleCount,0,--,,0,16,12,1,0,,
,BMS_LV_Supply_Voltage,10.69V,--,,42D,36,12,0.01,0,,
,BMS_Trim_SOC,0%,--,,0,42,10,0.1,0,,
,BMS_CC_Flag,0,CC off,,0,56,1,1,0,,
,BMS_CellBal_Status,0,Off,,0,57,1,1,0,,
,BMS_ChgVoltageLimit,59V,--,,E678,58,16,0.001,0,,
8,Receive,5449.9014,BMS_07,00000028,--,--,--,Standard,Data frm,08,01 42 01 42 07 02 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_MaxCell_Volt,3.22V,--,,142,8,16,0.01,0,,
,BMS_MinCell_Volt,3.22V,--,,142,24,16,0.01,0,,
,BMS_MaxVolt_No,9,--,,9,32,8,1,0,,
,BMS_MinVolt_No,4,--,,4,40,8,1,0,,
,BMS_CellVoltDifference,0V,--,,0,56,16,0.01,0,,
9,Receive,5449.9014,BMS_12,0000002D,--,--,--,Standard,Data frm,08,00 00 04 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_PackOverVoltageFault,0,No Fault,,0,0,2,1,0,,
,BMS_CellVoltDiffOverFault,0,No Fault,,0,2,2,1,0,,
,BMS_MinCellVoltUnderFault,0,No Fault,,0,4,2,1,0,,
,BMS_MaxCellVoltOverFault,0,No Fault,,0,6,2,1,0,,
,BMS_CellTempDiffOverFault,0,No Fault,,0,8,2,1,0,,
,BMS_PackUnderTempFault,0,No Fault,,0,10,2,1,0,,
,BMS_PackOverTempFault,0,No Fault,,0,12,2,1,0,,
,BMS_PackUnderVoltageFault,0,No Fault,,0,14,2,1,0,,
,BMS_FeedBackOverCurrFault,0,No Fault,,0,16,2,1,0,,
,BMS_LowSOCFault,1,First Level Fault,,1,18,2,1,0,,
,BMS_LowSOHFault,0,No Fault,,0,20,2,1,0,,
,BMS_OverPCBTempFault,0,No Fault,,0,22,2,1,0,,
,BMS_HVPosWeldFault,0,No Fault,,0,24,1,1,0,,
,BMS_DischgOverCurrFault,0,No Fault,,0,26,2,1,0,,
,BMS_ThermalRunawayFault,0,No Fault,,0,28,2,1,0,,
,BMS_ChgOverCurrFault,0,No Fault,,0,30,2,1,0,,
,BMS_PrechargeFault,0,No Fault,,0,32,1,1,0,,
,BMS_LVSupplyVoltageFault,0,No Fault,,0,33,1,1,0,,
,BMS_VCU_CANCommFault,0,No Fault,,0,34,1,1,0,,
,BMS_PrechargeHWFault,0,No Fault,,0,35,1,1,0,,
,BMS_PosMainRlyHWFault,0,No Fault,,0,37,1,1,0,,
,BMS_CurrentSensorFault,0,No Fault,,0,38,2,1,0,,
,BMS_Hardware_Fault,0,No Fault,,0,40,1,1,0,,
,BMS_I2tExceeded,0,No Fault,,0,43,2,1,0,,
,BMS_CellTempSenseShort,0,No Fault,,0,45,1,1,0,,
,BMS_CellTempSenseOpen,0,No Fault,,0,46,1,1,0,,
,BMS_TempSenseError,0,No Fault,,0,47,1,1,0,,
,BMS_PassiveBalFault,0,No Fault,,0,48,1,1,0,,
,BMS_BalTempFault,0,No Fault,,0,49,2,1,0,,
,BMS_CellSenseOpenWire,0,No Fault,,0,51,2,1,0,,
,BMS_48VPackFuseFault,0,No Fault,,0,53,1,1,0,,
,BMS_EmergencyShutdownFault,0,No Fault,,0,54,1,1,0,,
10,Receive,5449.9014,BMS_08,00000029,--,--,--,Standard,Data frm,08,0C 99 0C 99 0C 99 0C 99 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage1,3.225V,--,,C99,8,16,0.001,0,,
,BMS_CellVoltage2,3.225V,--,,C99,24,16,0.001,0,,
,BMS_CellVoltage3,3.225V,--,,C99,40,16,0.001,0,,
,BMS_CellVoltage4,3.225V,--,,C99,56,16,0.001,0,,
11,Receive,5449.9014,BMS_09,0000002A,--,--,--,Standard,Data frm,08,0C 9A 0C 99 0C 9A 0C 9A ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage5,3.225V,--,,C99,8,16,0.001,0,,
,BMS_CellVoltage6,3.225V,--,,C99,24,16,0.001,0,,
,BMS_CellVoltage7,3.225V,--,,C99,40,16,0.001,0,,
,BMS_CellVoltage8,3.226V,--,,C9A,56,16,0.001,0,,
12,Receive,5449.9014,BMS_10,0000002B,--,--,--,Standard,Data frm,08,0C 9A 0C 9A 0C 99 0C 99 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage9,3.226V,--,,C9A,8,16,0.001,0,,
,BMS_CellVoltage10,3.225V,--,,C99,24,16,0.001,0,,
,BMS_CellVoltage11,3.225V,--,,C99,40,16,0.001,0,,
,BMS_CellVoltage12,3.225V,--,,C99,56,16,0.001,0,,
13,Receive,5449.9014,BMS_11,0000002C,--,--,--,Standard,Data frm,08,0C 9A 0C 9A 0C 9A 0C 9A ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVoltage13,3.226V,--,,C9A,8,16,0.001,0,,
,BMS_CellVoltage14,3.226V,--,,C9A,24,16,0.001,0,,
,BMS_CellVoltage15,3.225V,--,,C99,40,16,0.001,0,,
,BMS_CellVoltage16,3.225V,--,,C99,56,16,0.001,0,,
14,Receive,5449.9014,BMS_14,0000002F,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_AccumulaChgEnergy,0kWh,--,,0,16,24,0.001,0,,
,BMS_AccumulaDischgEnergy,0kWh,--,,0,40,24,0.001,0,,
15,Receive,5449.9014,BMS_50,00000050,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
16,Receive,5449.9014,BMS_51,00000051,--,--,--,Standard,Data frm,08,00 00 00 00 C8 22 81 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_BQ_Bal_Sts,0,--,,0,0,8,1,0,,
,BMS_CellBalStatus_1,0,--,,0,8,1,1,0,,
,BMS_CellBalStatus_2,0,--,,0,9,1,1,0,,
,BMS_CellBalStatus_3,0,--,,0,10,1,1,0,,
,BMS_CellBalStatus_4,0,--,,0,11,1,1,0,,
,BMS_CellBalStatus_5,0,--,,0,12,1,1,0,,
,BMS_CellBalStatus_6,0,--,,0,13,1,1,0,,
,BMS_CellBalStatus_7,0,--,,0,14,1,1,0,,
,BMS_CellBalStatus_8,0,--,,0,15,1,1,0,,
,BMS_CellBalStatus_9,0,--,,0,16,1,1,0,,
,BMS_CellBalStatus_10,0,--,,0,17,1,1,0,,
,BMS_CellBalStatus_11,0,--,,0,18,1,1,0,,
,BMS_CellBalStatus_12,0,--,,0,19,1,1,0,,
,BMS_CellBalStatus_13,0,--,,0,20,1,1,0,,
,BMS_CellBalStatus_14,0,--,,0,21,1,1,0,,
,BMS_CellBalStatus_15,0,--,,0,22,1,1,0,,
,BMS_CellBalStatus_16,0,--,,0,23,1,1,0,,
,BQ_Fault_Status,0,--,,0,24,8,1,0,,
,enHallSensor,200,--,,C8,32,8,1,0,,
,BMS_DieTemperature,33,--,,21,40,8,1,0,,
,BMS_HallFET_status,1,--,,1,48,1,1,0,,
,CellTempSenseOpen_Sts,0,--,,0,49,1,1,0,,
,CellTempSenseShort_Sts,0,--,,0,50,1,1,0,,
,Current_Sensor_Flt_Sts,0,--,,0,51,1,1,0,,
,Slave_Comm_Sts,0,--,,0,52,1,1,0,,
,VCU_Comm_Sts,0,--,,0,53,1,1,0,,
,Voltage_Sensing_Sts,0,--,,0,54,1,1,0,,
,BMS_SteadyState_Sts,1,--,,1,55,1,1,0,,
,CellUnderVtgDetect_Flg,0,--,,0,56,1,1,0,,
17,Receive,5449.9014,BMS_52,00000052,--,--,--,Standard,Data frm,08,01 86 A0 45 00 00 00 05 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_ActSOH,100,--,,186A0,16,24,0.001,0,,
,SOH_Temp,29,--,,45,24,8,1,-40,,
,BMS_Init_PackCapacity,0Ah,--,,0,44,12,0.1,0,,
,OCV_Cal_Factor,0,--,,0,50,10,0.1,0,,
,OCV_SOC,0.5,--,,5,56,10,0.1,0,,
18,Receive,5449.9014,BMS_53,00000053,--,--,--,Standard,Data frm,08,00 00 0C 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,ASW_Init,3,--,,3,18,22,1,0,,
,PreAttemp_Cnt,0,--,,0,32,6,1,0,,
,HighCurrent_Counter,0,--,,0,38,12,1,0,,
19,Receive,5449.9014,BMS_54,00000054,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_AccumulaChargCapacity,0Ah,--,,0,16,24,0.1,0,,
,BMS_AccumulaDischargCapacity,0Ah,--,,0,40,24,0.1,0,,
,DCH_Cycle_Capacity,0Ah,--,,0,60,12,0.1,0,,
