Index,Direction,Timesteamp,Name,ID,PGN(H),Addr Src(H),Addr Dst(H),Format,Type,Length,Data,Comment,
1,Receive,730.7711,BMS_VCU_01,00000703,--,--,--,Standard,Data frm,08,0C 9D 17 73 00 39 14 6A ,,
,E2P_Data_Transfer_Status,0,No Data Transfer in Process,,0,50,2,1,0,,
,BMS_SOCCalActFlag,0,Not calibration,,0,52,4,1,0,,
,BMS_MaxTempBoxNo,1,--,,1,56,4,1,0,,
,BMS_MinTempBoxNo,1,--,,1,60,4,1,0,,
9,Receive,730.7526,BMS_VCU_08,00000710,--,--,--,Standard,Data frm,08,52 52 51 46 20 4E 2C FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_Inlet_Temp1,32,--,,52,0,8,1,-50,,
,BMS_Outlet_Temp1,32,--,,52,8,8,1,-50,,
,BMS_Average_Temp,31,--,,51,16,8,1,-50,,
,BMS_Insulation_Value,18998KOhm,--,,4A36,32,16,1,0,,
,BMS_Insulation_Enable,0,--,,0,40,1,1,0,,
,ThermalRunnaway_flt,0, No fault,,0,44,2,1,0,,
,BMS_DischrgPowerTo2kwFlg,0,--,,0,47,1,1,0,,
,PCB_Temperature_Max_Value,44¡æ,--,,2C,48,8,1,0,,
10,Receive,730.7528,BMS_VCU_09,00000711,--,--,--,Standard,Data frm,08,50 C5 42 01 04 01 06 FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_Min_Volt_Subsystem_No,1,--,,1,10,4,1,0,,
,BMS_MaxCellVolt,3.23V,--,,143,14,10,0.01,0,,
,BMS_MinCell_Volt,3.22V,--,,142,16,10,0.01,0,,
,BMS_Max_Volt_Subsystem_No,1,--,,1,24,4,1,0,,
,SmokeSensorCrcFlt,0,No Fault,,0,28,1,1,0,,
,SmokeSensorCommFlt,0,No Fault,,0,29,1,1,0,,
,AerosolSensor_flt,0,Not invalid fault,,0,30,1,1,0,,
,AerosolAlarm,0,No thick fault,,0,31,1,1,0,,
,BMS_Max_Volt_No,4,--,,4,32,8,1,0,,
,BMS_Min_Volt_No,1,--,,1,40,8,1,0,,
,BMS_Total_Temp_Sensors,6,--,,6,48,8,1,0,,
11,Receive,730.7531,BMS_VCU_10,00000712,--,--,--,Standard,Data frm,08,01 01 47 47 47 47 47 47 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,Pack_Num,1,--,,1,0,8,1,0,,
,BMS_BatSig_TempNum_N,1,--,,1,8,8,1,0,,
,BMS_TemperatureN,31,--,,47,16,8,1,-40,,
,BMS_TemperatureN_plus_1,31,--,,47,24,8,1,-40,,
,BMS_TemperatureN_plus_2,31,--,,47,32,8,1,-40,,
,BMS_TemperatureN_plus_3,31,--,,47,40,8,1,-40,,
,BMS_TemperatureN_plus_4,31,--,,47,48,8,1,-40,,
,BMS_TemperatureN_plus_5,31,--,,47,56,8,1,-40,,
12,Receive,730.7535,BMS_VCU_37,0000072D,--,--,--,Standard,Data frm,08,00 00 00 00 00 00 00 00 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVolSampllingStatus_1,0,Online,,0,0,1,1,0,,
,BMS_CellVolSampllingStatus_2,0,Online,,0,1,1,1,0,,
,BMS_CellVolSampllingStatus_3,0,Online,,0,2,1,1,0,,
,BMS_CellVolSampllingStatus_4,0,Online,,0,3,1,1,0,,
,BMS_CellVolSampllingStatus_5,0,Online,,0,4,1,1,0,,
,BMS_CellVolSampllingStatus_6,0,Online,,0,5,1,1,0,,
,BMS_CellVolSampllingStatus_7,0,Online,,0,6,1,1,0,,
,BMS_CellVolSampllingStatus_8,0,Online,,0,7,1,1,0,,
,BMS_CellVolSampllingStatus_9,0,Online,,0,8,1,1,0,,
,BMS_CellVolSampllingStatus_10,0,Online,,0,9,1,1,0,,
,BMS_CellVolSampllingStatus_11,0,Online,,0,10,1,1,0,,
,BMS_CellVolSampllingStatus_12,0,Online,,0,11,1,1,0,,
,BMS_CellVolSampllingStatus_13,0,Online,,0,12,1,1,0,,
,BMS_CellVolSampllingStatus_14,0,Online,,0,13,1,1,0,,
,BMS_CellVolSampllingStatus_15,0,Online,,0,14,1,1,0,,
,BMS_CellVolSampllingStatus_16,0,Online,,0,15,1,1,0,,
,BMS_CellVolSampllingStatus_17,0,Online,,0,16,1,1,0,,
,BMS_CellVolSampllingStatus_18,0,Online,,0,17,1,1,0,,
,BMS_CellVolSampllingStatus_19,0,Online,,0,18,1,1,0,,
,BMS_CellVolSampllingStatus_20,0,Online,,0,19,1,1,0,,
,BMS_CellVolSampllingStatus_21,0,Online,,0,20,1,1,0,,
,BMS_CellVolSampllingStatus_22,0,Online,,0,21,1,1,0,,
,BMS_CellVolSampllingStatus_23,0,Online,,0,22,1,1,0,,
,BMS_CellVolSampllingStatus_24,0,Online,,0,23,1,1,0,,
,BMS_CellVolSampllingStatus_25,0,Online,,0,24,1,1,0,,
,BMS_CellVolSampllingStatus_26,0,Online,,0,25,1,1,0,,
,BMS_CellVolSampllingStatus_27,0,Online,,0,26,1,1,0,,
,BMS_CellVolSampllingStatus_28,0,Online,,0,27,1,1,0,,
,BMS_CellVolSampllingStatus_29,0,Online,,0,28,1,1,0,,
,BMS_CellVolSampllingStatus_30,0,Online,,0,29,1,1,0,,
,BMS_CellVolSampllingStatus_31,0,Online,,0,30,1,1,0,,
,BMS_CellVolSampllingStatus_32,0,Online,,0,31,1,1,0,,
,BMS_CellVolSampllingStatus_33,0,Online,,0,32,1,1,0,,
,BMS_CellVolSampllingStatus_34,0,Online,,0,33,1,1,0,,
,BMS_CellVolSampllingStatus_35,0,Online,,0,34,1,1,0,,
,BMS_CellVolSampllingStatus_36,0,Online,,0,35,1,1,0,,
,BMS_CellVolSampllingStatus_37,0,Online,,0,36,1,1,0,,
,BMS_CellVolSampllingStatus_38,0,Online,,0,37,1,1,0,,
,BMS_CellVolSampllingStatus_39,0,Online,,0,38,1,1,0,,
,BMS_CellVolSampllingStatus_40,0,Online,,0,39,1,1,0,,
,BMS_CellVolSampllingStatus_41,0,Online,,0,40,1,1,0,,
,BMS_CellVolSampllingStatus_42,0,Online,,0,41,1,1,0,,
,BMS_CellVolSampllingStatus_43,0,Online,,0,42,1,1,0,,
,BMS_CellVolSampllingStatus_44,0,Online,,0,43,1,1,0,,
,BMS_CellVolSampllingStatus_45,0,Online,,0,44,1,1,0,,
,BMS_CellVolSampllingStatus_46,0,Online,,0,45,1,1,0,,
,BMS_CellVolSampllingStatus_47,0,Online,,0,46,1,1,0,,
,BMS_CellVolSampllingStatus_48,0,Online,,0,47,1,1,0,,
,BMS_CellVolSampllingStatus_49,0,Online,,0,48,1,1,0,,
,BMS_CellVolSampllingStatus_50,0,Online,,0,49,1,1,0,,
,BMS_CellVolSampllingStatus_51,0,Online,,0,50,1,1,0,,
,BMS_CellVolSampllingStatus_52,0,Online,,0,51,1,1,0,,
,BMS_CellVolSampllingStatus_53,0,Online,,0,52,1,1,0,,
,BMS_CellVolSampllingStatus_54,0,Online,,0,53,1,1,0,,
,BMS_CellVolSampllingStatus_55,0,Online,,0,54,1,1,0,,
,BMS_CellVolSampllingStatus_56,0,Online,,0,55,1,1,0,,
,BMS_CellVolSampllingStatus_57,0,Online,,0,56,1,1,0,,
,BMS_CellVolSampllingStatus_58,0,Online,,0,57,1,1,0,,
,BMS_CellVolSampllingStatus_59,0,Online,,0,58,1,1,0,,
,BMS_CellVolSampllingStatus_60,0,Online,,0,59,1,1,0,,
,BMS_CellVolSampllingStatus_61,0,Online,,0,60,1,1,0,,
,BMS_CellVolSampllingStatus_62,0,Online,,0,61,1,1,0,,
,BMS_CellVolSampllingStatus_63,0,Online,,0,62,1,1,0,,
,BMS_CellVolSampllingStatus_64,0,Online,,0,63,1,1,0,,
13,Receive,730.7538,BMS_VCU_38,0000072E,--,--,--,Standard,Data frm,06,00 00 00 00 F0 C0 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_CellVolSampllingStatus_65,0,Online,,0,0,1,1,0,,
,BMS_CellVolSampllingStatus_66,0,Online,,0,1,1,1,0,,
,BMS_CellVolSampllingStatus_67,0,Online,,0,2,1,1,0,,
,BMS_CellVolSampllingStatus_68,0,Online,,0,3,1,1,0,,
,BMS_CellVolSampllingStatus_69,0,Online,,0,4,1,1,0,,
,BMS_CellVolSampllingStatus_70,0,Online,,0,5,1,1,0,,
,BMS_CellVolSampllingStatus_71,0,Online,,0,6,1,1,0,,
,BMS_CellVolSampllingStatus_72,0,Online,,0,7,1,1,0,,
,BMS_CellVolSampllingStatus_73,0,Online,,0,8,1,1,0,,
,BMS_CellVolSampllingStatus_74,0,Online,,0,9,1,1,0,,
,BMS_CellVolSampllingStatus_75,0,Online,,0,10,1,1,0,,
,BMS_CellVolSampllingStatus_76,0,Online,,0,11,1,1,0,,
,BMS_CellVolSampllingStatus_77,0,Online,,0,12,1,1,0,,
,BMS_CellVolSampllingStatus_78,0,Online,,0,13,1,1,0,,
,BMS_CellVolSampllingStatus_79,0,Online,,0,14,1,1,0,,
,BMS_CellVolSampllingStatus_80,0,Online,,0,15,1,1,0,,
,BMS_CellVolSampllingStatus_81,0,Online,,0,16,1,1,0,,
,BMS_CellVolSampllingStatus_82,0,Online,,0,17,1,1,0,,
,BMS_CellVolSampllingStatus_83,0,Online,,0,18,1,1,0,,
,BMS_CellVolSampllingStatus_84,0,Online,,0,19,1,1,0,,
,BMS_CellVolSampllingStatus_85,0,Online,,0,20,1,1,0,,
,BMS_CellVolSampllingStatus_86,0,Online,,0,21,1,1,0,,
,BMS_CellVolSampllingStatus_87,0,Online,,0,22,1,1,0,,
,BMS_CellVolSampllingStatus_88,0,Online,,0,23,1,1,0,,
,BMS_CellVolSampllingStatus_89,0,Online,,0,24,1,1,0,,
,BMS_CellVolSampllingStatus_90,0,Online,,0,25,1,1,0,,
,BMS_CellVolSampllingStatus_91,0,Online,,0,26,1,1,0,,
,BMS_CellVolSampllingStatus_92,0,Online,,0,27,1,1,0,,
,BMS_CellVolSampllingStatus_93,0,Online,,0,28,1,1,0,,
,BMS_CellVolSampllingStatus_94,0,Online,,0,29,1,1,0,,
,BMS_CellVolSampllingStatus_95,0,Online,,0,30,1,1,0,,
,BMS_CellVolSampllingStatus_96,0,Online,,0,31,1,1,0,,
,BMS_CellVolSampllingStatus_97,0,Online,,0,32,1,1,0,,
,BMS_CellVolSampllingStatus_98,0,Online,,0,33,1,1,0,,
,BMS_CellVolSampllingStatus_99,0,Online,,0,34,1,1,0,,
,BMS_CellVolSampllingStatus_100,0,Online,,0,35,1,1,0,,
,BMS_TempSamplingStatus_1,0,Online,,0,40,1,1,0,,
,BMS_TempSamplingStatus_2,0,Online,,0,41,1,1,0,,
,BMS_TempSamplingStatus_3,0,Online,,0,42,1,1,0,,
,BMS_TempSamplingStatus_4,0,Online,,0,43,1,1,0,,
,BMS_TempSamplingStatus_5,0,Online,,0,44,1,1,0,,
,BMS_TempSamplingStatus_6,0,Online,,0,45,1,1,0,,
14,Receive,730.7540,BMS_VCU_43,00000733,--,--,--,Standard,Data frm,08,00 00 01 FF FF FF FF FF ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,BMS_ThermalRunawayReason,0,--,,0,17,23,1,0,,
15,Receive,730.6526,BMS_VCU_12,00000714,--,--,--,Standard,Data frm,08,C9 7C 9C C9 CF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage1,3.223V,--,,C97,12,12,0.001,0,,
,CellVoltage2,3.229V,--,,C9D,16,12,0.001,0,,
,CellVoltage3,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage4,3.229V,--,,C9D,52,12,0.001,0,,
,CellVoltage5,3.227V,--,,C9B,56,12,0.001,0,,
16,Receive,730.6529,BMS_VCU_13,00000715,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage6,3.229V,--,,C9D,12,12,0.001,0,,
,CellVoltage7,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage8,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage9,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage10,3.227V,--,,C9B,56,12,0.001,0,,
17,Receive,730.6531,BMS_VCU_14,00000716,--,--,--,Standard,Data frm,08,C9 CC 9C C9 BF C9 BC 9C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage11,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage12,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage13,3.227V,--,,C9B,36,12,0.001,0,,
,CellVoltage14,3.227V,--,,C9B,52,12,0.001,0,,
,CellVoltage15,3.228V,--,,C9C,56,12,0.001,0,,
18,Receive,730.6533,BMS_VCU_15,00000717,--,--,--,Standard,Data frm,08,C9 DC 9E C9 CF C9 CC 9C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage16,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage17,3.229V,--,,C9D,16,12,0.001,0,,
,CellVoltage18,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage19,3.229V,--,,C9D,52,12,0.001,0,,
,CellVoltage20,3.229V,--,,C9D,56,12,0.001,0,,
19,Receive,730.6536,BMS_VCU_16,00000718,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 CC 9C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage21,3.227V,--,,C9B,12,12,0.001,0,,
,CellVoltage22,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage23,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage24,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage25,3.229V,--,,C9D,56,12,0.001,0,,
20,Receive,730.6538,BMS_VCU_17,00000719,--,--,--,Standard,Data frm,08,C9 DC 9C C9 DF C9 DC 9D ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage26,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage27,3.229V,--,,C9D,16,12,0.001,0,,
,CellVoltage28,3.23V,--,,C9E,36,12,0.001,0,,
,CellVoltage29,3.229V,--,,C9D,52,12,0.001,0,,
,CellVoltage30,3.228V,--,,C9C,56,12,0.001,0,,
21,Receive,730.6540,BMS_VCU_18,0000071A,--,--,--,Standard,Data frm,08,C9 DC 9C C9 DF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage31,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage32,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage33,3.229V,--,,C9D,36,12,0.001,0,,
,CellVoltage34,3.229V,--,,C9D,52,12,0.001,0,,
,CellVoltage35,3.228V,--,,C9C,56,12,0.001,0,,
22,Receive,730.6542,BMS_VCU_19,0000071B,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 9C 99 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage36,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage37,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage38,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage39,3.225V,--,,C99,52,12,0.001,0,,
,CellVoltage40,3.223V,--,,C97,56,12,0.001,0,,
23,Receive,730.6545,BMS_VCU_20,0000071C,--,--,--,Standard,Data frm,08,C9 DC 9B C9 CF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage41,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage42,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage43,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage44,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage45,3.226V,--,,C9A,56,12,0.001,0,,
24,Receive,730.6546,BMS_VCU_21,0000071D,--,--,--,Standard,Data frm,08,C9 CC 9B C9 CF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage46,3.227V,--,,C9B,12,12,0.001,0,,
,CellVoltage47,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage48,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage49,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage50,3.228V,--,,C9C,56,12,0.001,0,,
25,Receive,730.6548,BMS_VCU_22,0000071E,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 DC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage51,3.227V,--,,C9B,12,12,0.001,0,,
,CellVoltage53,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage52,3.227V,--,,C9B,36,12,0.001,0,,
,CellVoltage54,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage55,3.228V,--,,C9C,56,12,0.001,0,,
26,Receive,730.6550,BMS_VCU_23,0000071F,--,--,--,Standard,Data frm,08,C9 BC 9B C9 CF C9 CC 9C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage56,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage57,3.226V,--,,C9A,16,12,0.001,0,,
,CellVoltage58,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage59,3.228V,--,,C9C,52,12,0.001,0,,
,CellVoltage60,3.228V,--,,C9C,56,12,0.001,0,,
27,Receive,730.6555,BMS_VCU_24,00000720,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 8C 98 ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage61,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage62,3.229V,--,,C9D,16,12,0.001,0,,
,CellVoltage63,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage64,3.224V,--,,C98,52,12,0.001,0,,
,CellVoltage65,3.224V,--,,C98,56,12,0.001,0,,
28,Receive,730.6558,BMS_VCU_25,00000721,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 CC 9C ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage66,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage67,3.228V,--,,C9C,16,12,0.001,0,,
,CellVoltage68,3.228V,--,,C9C,36,12,0.001,0,,
,CellVoltage69,3.227V,--,,C9B,52,12,0.001,0,,
,CellVoltage70,3.228V,--,,C9C,56,12,0.001,0,,
29,Receive,730.6560,BMS_VCU_26,00000722,--,--,--,Standard,Data frm,08,C9 CC 9C C9 CF C9 CC 9B ,,
,Name,Physical value,Description,Comment,Raw value(H),StartBit,BitWidth,Factor,Offset,,
,CellVoltage71,3.228V,--,,C9C,12,12,0.001,0,,
,CellVoltage72,3.227V,--,,C9B,16,12,0.001,0,,
